1, none, minecraft:the_void, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
1504, ocean, minecraft:cold_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1505, ocean, minecraft:cold_ocean, WATER_CREATURE, minecraft:squid, 3, 1, 4
1506, ocean, minecraft:cold_ocean, WATER_CREATURE, alexsmobs:orca, 3, 3, 4
1507, ocean, minecraft:cold_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 3, 1, 2
1508, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
1509, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
1510, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:tuna, 3, 1, 1
1511, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:pollock, 8, 1, 2
1512, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:pacific_halibut, 3, 1, 1
1513, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:atlantic_halibut, 3, 1, 1
1514, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:pink_salmon, 6, 1, 2
1515, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:rainbow_trout, 6, 1, 2
1516, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:atlantic_herring, 20, 1, 6
1517, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:red_grouper, 6, 1, 2
1518, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:atlantic_cod, 5, 1, 1
1519, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:blackfish, 13, 1, 4
1520, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
1521, ocean, minecraft:cold_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1522, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:spider, 80, 4, 4
1523, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1524, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
1525, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1526, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1527, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:slime, 80, 4, 4
1528, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1529, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:witch, 5, 1, 1
1530, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:drowned, 5, 1, 1
1531, ocean, minecraft:deep_cold_ocean, MONSTER, quark:stoneling, 80, 1, 1
1532, ocean, minecraft:deep_cold_ocean, MONSTER, quark:toretoise, 80, 2, 4
1533, ocean, minecraft:deep_cold_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1534, ocean, minecraft:deep_cold_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1535, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, minecraft:squid, 3, 1, 4
1536, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, alexsmobs:orca, 3, 3, 4
1537, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 3, 1, 2
1538, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, alexsmobs:frilled_shark, 11, 1, 1
1539, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, alexsmobs:giant_squid, 3, 1, 2
1540, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
1541, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
1542, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:tuna, 3, 1, 1
1543, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:pollock, 8, 1, 2
1544, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:pacific_halibut, 3, 1, 1
1545, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:atlantic_halibut, 3, 1, 1
1546, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:pink_salmon, 6, 1, 2
1547, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:rainbow_trout, 6, 1, 2
1548, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:atlantic_herring, 20, 1, 6
1549, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:red_grouper, 6, 1, 2
1550, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:atlantic_cod, 5, 1, 1
1551, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:blackfish, 13, 1, 4
1552, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
1553, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, alexsmobs:blobfish, 30, 2, 2
1554, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1555, ocean, minecraft:frozen_ocean, MONSTER, minecraft:spider, 80, 4, 4
1556, ocean, minecraft:frozen_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1557, ocean, minecraft:frozen_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
1558, ocean, minecraft:frozen_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1559, ocean, minecraft:frozen_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1560, ocean, minecraft:frozen_ocean, MONSTER, minecraft:slime, 80, 4, 4
1561, ocean, minecraft:frozen_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1562, ocean, minecraft:frozen_ocean, MONSTER, minecraft:witch, 5, 1, 1
1563, ocean, minecraft:frozen_ocean, MONSTER, minecraft:drowned, 5, 1, 1
1564, ocean, minecraft:frozen_ocean, MONSTER, quark:stoneling, 80, 1, 1
1565, ocean, minecraft:frozen_ocean, MONSTER, quark:toretoise, 80, 2, 4
1566, ocean, minecraft:frozen_ocean, CREATURE, minecraft:polar_bear, 3, 1, 2
1567, ocean, minecraft:frozen_ocean, CREATURE, alexsmobs:seal, 30, 3, 8
1568, ocean, minecraft:frozen_ocean, CREATURE, alexsmobs:tusklin, 18, 3, 5
1569, ocean, minecraft:frozen_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1570, ocean, minecraft:frozen_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1571, ocean, minecraft:frozen_ocean, WATER_CREATURE, minecraft:squid, 3, 1, 4
1572, ocean, minecraft:frozen_ocean, WATER_CREATURE, alexsmobs:orca, 3, 3, 4
1573, ocean, minecraft:frozen_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 3, 1, 2
1574, ocean, minecraft:frozen_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
1575, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:tuna, 3, 1, 1
1576, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:pollock, 8, 1, 2
1577, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:pacific_halibut, 3, 1, 1
1578, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:atlantic_halibut, 3, 1, 1
1579, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:pink_salmon, 6, 1, 2
1580, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:rainbow_trout, 6, 1, 2
1581, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:atlantic_herring, 20, 1, 6
1582, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:red_grouper, 6, 1, 2
1583, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:atlantic_cod, 5, 1, 1
1584, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:blackfish, 13, 1, 4
1585, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
1586, ocean, minecraft:frozen_ocean, WATER_AMBIENT, alexsmobs:comb_jelly, 5, 2, 3
1587, ocean, minecraft:frozen_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1588, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:spider, 80, 4, 4
1589, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1590, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
1591, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1592, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1593, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:slime, 80, 4, 4
1594, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1595, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:witch, 5, 1, 1
1596, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:drowned, 5, 1, 1
1597, ocean, minecraft:deep_frozen_ocean, MONSTER, quark:stoneling, 80, 1, 1
1598, ocean, minecraft:deep_frozen_ocean, MONSTER, quark:toretoise, 80, 2, 4
1599, ocean, minecraft:deep_frozen_ocean, CREATURE, minecraft:polar_bear, 3, 1, 2
1600, ocean, minecraft:deep_frozen_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1601, ocean, minecraft:deep_frozen_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1602, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, minecraft:squid, 3, 1, 4
1603, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, alexsmobs:orca, 3, 3, 4
1604, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 3, 1, 2
1605, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, alexsmobs:frilled_shark, 11, 1, 1
1606, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, alexsmobs:giant_squid, 3, 1, 2
1607, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
1608, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:tuna, 3, 1, 1
1609, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:pollock, 8, 1, 2
1610, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:pacific_halibut, 3, 1, 1
1611, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:atlantic_halibut, 3, 1, 1
1612, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:pink_salmon, 6, 1, 2
1613, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:rainbow_trout, 6, 1, 2
1614, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:atlantic_herring, 20, 1, 6
1615, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:red_grouper, 6, 1, 2
1616, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:atlantic_cod, 5, 1, 1
1617, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:blackfish, 13, 1, 4
1618, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
1619, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, alexsmobs:blobfish, 30, 2, 2
1620, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, alexsmobs:comb_jelly, 5, 2, 3
1621, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1622, mushroom, minecraft:mushroom_fields, MONSTER, quark:stoneling, 80, 1, 1
1623, mushroom, minecraft:mushroom_fields, MONSTER, quark:toretoise, 80, 2, 4
1624, mushroom, minecraft:mushroom_fields, CREATURE, minecraft:mooshroom, 8, 4, 8
1625, mushroom, minecraft:mushroom_fields, CREATURE, alexsmobs:mungus, 4, 3, 5
1626, mushroom, minecraft:mushroom_fields, CREATURE, alexsmobs:bunfungus, 3, 1, 1
1627, mushroom, minecraft:mushroom_fields, AMBIENT, minecraft:bat, 10, 8, 8
1628, mushroom, minecraft:mushroom_fields, AMBIENT, alexsmobs:fly, 3, 2, 3
1629, mushroom, minecraft:mushroom_fields, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1630, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
1631, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
1632, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
1633, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
1634, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
1635, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:brown_shrooma, 26, 1, 8
1636, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
1637, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:red_shrooma, 26, 1, 8
1638, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:gar, 6, 1, 2
1639, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:catfish, 3, 1, 1
1640, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:muskellunge, 3, 1, 1
1641, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1642, underground, minecraft:dripstone_caves, MONSTER, minecraft:spider, 80, 4, 4
1643, underground, minecraft:dripstone_caves, MONSTER, minecraft:zombie, 80, 4, 4
1644, underground, minecraft:dripstone_caves, MONSTER, minecraft:zombie_villager, 5, 1, 1
1645, underground, minecraft:dripstone_caves, MONSTER, minecraft:skeleton, 80, 4, 4
1646, underground, minecraft:dripstone_caves, MONSTER, minecraft:creeper, 80, 4, 4
1647, underground, minecraft:dripstone_caves, MONSTER, minecraft:slime, 80, 4, 4
1648, underground, minecraft:dripstone_caves, MONSTER, minecraft:enderman, 5, 1, 4
1649, underground, minecraft:dripstone_caves, MONSTER, minecraft:witch, 5, 1, 1
1650, underground, minecraft:dripstone_caves, MONSTER, minecraft:drowned, 80, 4, 4
1651, underground, minecraft:dripstone_caves, MONSTER, graveyard:ghoul, 12, 2, 3
1652, underground, minecraft:dripstone_caves, MONSTER, graveyard:revenant, 12, 2, 3
1653, underground, minecraft:dripstone_caves, MONSTER, graveyard:nightmare, 5, 1, 1
1654, underground, minecraft:dripstone_caves, MONSTER, graveyard:skeleton_creeper, 8, 1, 2
1655, underground, minecraft:dripstone_caves, MONSTER, graveyard:acolyte, 7, 1, 2
1656, underground, minecraft:dripstone_caves, MONSTER, alexsmobs:centipede_head, 8, 1, 1
1657, underground, minecraft:dripstone_caves, MONSTER, alexsmobs:rocky_roller, 40, 1, 1
1658, underground, minecraft:dripstone_caves, MONSTER, quark:stoneling, 80, 1, 1
1659, underground, minecraft:dripstone_caves, MONSTER, quark:toretoise, 80, 2, 4
1660, underground, minecraft:dripstone_caves, AMBIENT, minecraft:bat, 10, 8, 8
1661, underground, minecraft:dripstone_caves, AMBIENT, alexsmobs:fly, 3, 2, 3
1662, underground, minecraft:dripstone_caves, AMBIENT, alexsmobs:cockroach, 4, 5, 5
1663, underground, minecraft:dripstone_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1664, underground, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
1665, underground, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
1666, underground, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
1667, underground, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
1668, underground, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
1669, underground, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
1670, underground, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:gar, 6, 1, 2
1671, underground, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:catfish, 3, 1, 1
1672, underground, minecraft:dripstone_caves, WATER_AMBIENT, aquaculture:muskellunge, 3, 1, 1
1673, underground, minecraft:dripstone_caves, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1674, underground, minecraft:lush_caves, MONSTER, minecraft:spider, 80, 4, 4
1675, underground, minecraft:lush_caves, MONSTER, minecraft:zombie, 80, 4, 4
1676, underground, minecraft:lush_caves, MONSTER, minecraft:zombie_villager, 5, 1, 1
1677, underground, minecraft:lush_caves, MONSTER, minecraft:skeleton, 80, 4, 4
1678, underground, minecraft:lush_caves, MONSTER, minecraft:creeper, 80, 4, 4
1679, underground, minecraft:lush_caves, MONSTER, minecraft:slime, 80, 4, 4
1680, underground, minecraft:lush_caves, MONSTER, minecraft:enderman, 5, 1, 4
1681, underground, minecraft:lush_caves, MONSTER, minecraft:witch, 5, 1, 1
1682, underground, minecraft:lush_caves, MONSTER, alexsmobs:centipede_head, 8, 1, 1
1683, underground, minecraft:lush_caves, MONSTER, quark:stoneling, 80, 1, 1
1684, underground, minecraft:lush_caves, MONSTER, quark:toretoise, 80, 2, 4
1685, underground, minecraft:lush_caves, AMBIENT, minecraft:bat, 10, 8, 8
1686, underground, minecraft:lush_caves, AMBIENT, alexsmobs:fly, 3, 2, 3
1687, underground, minecraft:lush_caves, AMBIENT, alexsmobs:cockroach, 4, 5, 5
1688, underground, minecraft:lush_caves, AMBIENT, alexsmobs:flutter, 13, 2, 4
1689, underground, minecraft:lush_caves, AXOLOTLS, minecraft:axolotl, 10, 4, 6
1690, underground, minecraft:lush_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1691, underground, minecraft:lush_caves, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1692, underground, minecraft:lush_caves, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
1693, underground, minecraft:lush_caves, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
1694, underground, minecraft:lush_caves, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
1695, underground, minecraft:lush_caves, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
1696, underground, minecraft:lush_caves, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
1697, underground, minecraft:lush_caves, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
1698, underground, minecraft:lush_caves, WATER_AMBIENT, aquaculture:gar, 6, 1, 2
1699, underground, minecraft:lush_caves, WATER_AMBIENT, aquaculture:catfish, 3, 1, 1
1700, underground, minecraft:lush_caves, WATER_AMBIENT, aquaculture:muskellunge, 3, 1, 1
1701, underground, minecraft:lush_caves, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1702, nether, minecraft:nether_wastes, MONSTER, minecraft:ghast, 50, 4, 4
1703, nether, minecraft:nether_wastes, MONSTER, minecraft:zombified_piglin, 80, 4, 4
1704, nether, minecraft:nether_wastes, MONSTER, minecraft:magma_cube, 3, 4, 4
1705, nether, minecraft:nether_wastes, MONSTER, minecraft:enderman, 5, 4, 4
1706, nether, minecraft:nether_wastes, MONSTER, minecraft:piglin, 15, 4, 4
1707, nether, minecraft:nether_wastes, MONSTER, doom:imp, 15, 1, 4
1708, nether, minecraft:nether_wastes, MONSTER, doom:stone_imp, 15, 1, 2
1709, nether, minecraft:nether_wastes, MONSTER, doom:pinky, 7, 2, 3
1710, nether, minecraft:nether_wastes, MONSTER, doom:spectre, 15, 2, 4
1711, nether, minecraft:nether_wastes, MONSTER, minecraft:pig, 25, 1, 3
1712, nether, minecraft:nether_wastes, MONSTER, minecraft:pig, 25, 1, 3
1713, nether, minecraft:nether_wastes, MONSTER, doom:cacodemon, 4, 1, 2
1714, nether, minecraft:nether_wastes, MONSTER, doom:archvile, 4, 1, 2
1715, nether, minecraft:nether_wastes, MONSTER, doom:baron, 4, 1, 1
1716, nether, minecraft:nether_wastes, MONSTER, doom:mancubus, 3, 1, 1
1717, nether, minecraft:nether_wastes, MONSTER, doom:revenant, 4, 1, 3
1718, nether, minecraft:nether_wastes, MONSTER, doom:revenant2016, 4, 1, 3
1719, nether, minecraft:nether_wastes, MONSTER, doom:spidermastermind, 3, 1, 1
1720, nether, minecraft:nether_wastes, MONSTER, doom:zombieman, 12, 1, 4
1721, nether, minecraft:nether_wastes, MONSTER, doom:arachnotron, 15, 1, 4
1722, nether, minecraft:nether_wastes, MONSTER, doom:arachnotroneternal, 15, 1, 4
1723, nether, minecraft:nether_wastes, MONSTER, doom:gargoyle, 12, 1, 3
1724, nether, minecraft:nether_wastes, MONSTER, doom:chaingunner, 15, 1, 4
1725, nether, minecraft:nether_wastes, MONSTER, doom:shotgunguy, 15, 1, 4
1726, nether, minecraft:nether_wastes, MONSTER, doom:marauder, 3, 1, 1
1727, nether, minecraft:nether_wastes, MONSTER, doom:painelemental, 4, 1, 2
1728, nether, minecraft:nether_wastes, MONSTER, doom:hellknight, 4, 1, 2
1729, nether, minecraft:nether_wastes, MONSTER, doom:hellknight2016, 4, 1, 2
1730, nether, minecraft:nether_wastes, MONSTER, doom:dreadknight, 4, 1, 2
1731, nether, minecraft:nether_wastes, MONSTER, doom:cyberdemon, 3, 1, 1
1732, nether, minecraft:nether_wastes, MONSTER, doom:unwilling, 15, 1, 4
1733, nether, minecraft:nether_wastes, MONSTER, doom:possessed_scientist, 15, 1, 4
1734, nether, minecraft:nether_wastes, MONSTER, doom:possessed_soldier, 15, 1, 4
1735, nether, minecraft:nether_wastes, MONSTER, doom:mechazombie, 13, 1, 3
1736, nether, minecraft:nether_wastes, MONSTER, doom:cueball, 15, 1, 2
1737, nether, minecraft:nether_wastes, MONSTER, doom:prowler, 15, 1, 2
1738, nether, minecraft:nether_wastes, MONSTER, doom:gore_nest, 4, 1, 1
1739, nether, minecraft:nether_wastes, MONSTER, doom:possessed_worker, 15, 1, 4
1740, nether, minecraft:nether_wastes, MONSTER, doom:doom_hunter, 4, 1, 1
1741, nether, minecraft:nether_wastes, MONSTER, doom:tentacle, 4, 1, 1
1742, nether, minecraft:nether_wastes, MONSTER, doom:summoner, 4, 1, 2
1743, nether, minecraft:nether_wastes, MONSTER, doom:whiplash, 4, 1, 1
1744, nether, minecraft:nether_wastes, MONSTER, doom:baron2016, 4, 1, 1
1745, nether, minecraft:nether_wastes, MONSTER, doom:firebronebaron, 4, 1, 1
1746, nether, minecraft:nether_wastes, MONSTER, doom:armoredbaron, 3, 1, 1
1747, nether, minecraft:nether_wastes, MONSTER, doom:spidermastermind2016, 3, 1, 1
1748, nether, minecraft:nether_wastes, MONSTER, doom:turret, 15, 1, 4
1749, nether, minecraft:nether_wastes, MONSTER, doom:imp, 15, 1, 4
1750, nether, minecraft:nether_wastes, MONSTER, doom:stone_imp, 15, 1, 2
1751, nether, minecraft:nether_wastes, MONSTER, doom:pinky, 7, 2, 3
1752, nether, minecraft:nether_wastes, MONSTER, doom:spectre, 15, 2, 4
1753, nether, minecraft:nether_wastes, MONSTER, minecraft:pig, 25, 1, 3
1754, nether, minecraft:nether_wastes, MONSTER, minecraft:pig, 25, 1, 3
1755, nether, minecraft:nether_wastes, MONSTER, doom:cacodemon, 4, 1, 2
1756, nether, minecraft:nether_wastes, MONSTER, doom:archvile, 4, 1, 2
1757, nether, minecraft:nether_wastes, MONSTER, doom:baron, 4, 1, 1
1758, nether, minecraft:nether_wastes, MONSTER, doom:mancubus, 3, 1, 1
1759, nether, minecraft:nether_wastes, MONSTER, doom:revenant, 4, 1, 3
1760, nether, minecraft:nether_wastes, MONSTER, doom:revenant2016, 4, 1, 3
1761, nether, minecraft:nether_wastes, MONSTER, doom:spidermastermind, 3, 1, 1
1762, nether, minecraft:nether_wastes, MONSTER, doom:zombieman, 12, 1, 4
1763, nether, minecraft:nether_wastes, MONSTER, doom:arachnotron, 15, 1, 4
1764, nether, minecraft:nether_wastes, MONSTER, doom:arachnotroneternal, 15, 1, 4
1765, nether, minecraft:nether_wastes, MONSTER, doom:gargoyle, 12, 1, 3
1766, nether, minecraft:nether_wastes, MONSTER, doom:chaingunner, 15, 1, 4
1767, nether, minecraft:nether_wastes, MONSTER, doom:shotgunguy, 15, 1, 4
1768, nether, minecraft:nether_wastes, MONSTER, doom:marauder, 3, 1, 1
1769, nether, minecraft:nether_wastes, MONSTER, doom:painelemental, 4, 1, 2
