5482, none, beyond_earth:infernal_venus_barrens, CREATURE, ars_nouveau:drygmy,0,1,1
3887, forest, biomesoplenty:orchard, MONSTER, instrumentalmobs:drum_zombie,3,4,4
3889, forest, biomesoplenty:orchard, MONSTER, instrumentalmobs:french_horn_creeper,3,4,4
3886, forest, biomesoplenty:orchard, MONSTER, instrumentalmobs:maraca_spider,3,4,4
3890, forest, biomesoplenty:orchard, MONSTER, instrumentalmobs:tuba_enderman,3,1,4
3888, forest, biomesoplenty:orchard, MONSTER, instrumentalmobs:xylophone_skeleton,3,4,4
3902, forest, biomesoplenty:orchard, CREATURE, restored_earth:rainbow_sheep,3,1,1
3891, forest, biomesoplenty:orchard, MONSTER, restored_earth:viler_witch,3,1,1
3912, forest, biomesoplenty:orchard, AMBIENT, alexsmobs:cockroach,4,5,5
3907, forest, biomesoplenty:orchard, CREATURE, ars_nouveau:starbuncle,4,1,1
3908, forest, biomesoplenty:orchard, CREATURE, ars_nouveau:whirlisprig,5,1,1
3884, forest, biomesoplenty:orchard, MONSTER, minecraft:enderman,5,1,4
3885, forest, biomesoplenty:orchard, MONSTER, minecraft:witch,5,1,1
3880, forest, biomesoplenty:orchard, MONSTER, minecraft:zombie_villager,5,1,1
3922, forest, biomesoplenty:orchard, WATER_AMBIENT, aquaculture:gar,6,1,2
3892, forest, biomesoplenty:orchard, MONSTER, restored_earth:bouldering_zombie,6,1,1
3893, forest, biomesoplenty:orchard, MONSTER, alexsmobs:centipede_head,8,1,1
3903, forest, biomesoplenty:orchard, CREATURE, alexsmobs:grizzly_bear,8,2,3
3901, forest, biomesoplenty:orchard, CREATURE, minecraft:cow,8,4,4
3905, forest, biomesoplenty:orchard, CREATURE, alexsmobs:crow,10,3,5
3904, forest, biomesoplenty:orchard, CREATURE, alexsmobs:raccoon,10,2,4
3906, forest, biomesoplenty:orchard, CREATURE, alexsmobs:tasmanian_devil,10,1,2
3916, forest, biomesoplenty:orchard, WATER_AMBIENT, aquaculture:brown_trout,10,1,3
3915, forest, biomesoplenty:orchard, WATER_AMBIENT, aquaculture:carp,10,1,3
3918, forest, biomesoplenty:orchard, WATER_AMBIENT, aquaculture:smallmouth_bass,10,1,3
3910, forest, biomesoplenty:orchard, AMBIENT, minecraft:bat,10,8,8
3900, forest, biomesoplenty:orchard, CREATURE, minecraft:chicken,10,4,4
3913, forest, biomesoplenty:orchard, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid,10,4,6
3899, forest, biomesoplenty:orchard, CREATURE, minecraft:pig,10,4,4
3898, forest, biomesoplenty:orchard, CREATURE, minecraft:sheep,12,4,4
3920, forest, biomesoplenty:orchard, WATER_AMBIENT, aquaculture:minnow,18,1,5
3919, forest, biomesoplenty:orchard, WATER_AMBIENT, aquaculture:bluegill,20,1,6
3921, forest, biomesoplenty:orchard, WATER_AMBIENT, aquaculture:perch,20,1,6
3895, forest, biomesoplenty:orchard, MONSTER, ars_nouveau:wilden_hunter,30,1,1
3894, forest, biomesoplenty:orchard, MONSTER, ars_nouveau:wilden_stalker,30,3,3
3882, forest, biomesoplenty:orchard, MONSTER, minecraft:creeper,80,4,4
3881, forest, biomesoplenty:orchard, MONSTER, minecraft:skeleton,80,4,4
3883, forest, biomesoplenty:orchard, MONSTER, minecraft:slime,80,4,4
3878, forest, biomesoplenty:orchard, MONSTER, minecraft:spider,80,4,4
3879, forest, biomesoplenty:orchard, MONSTER, minecraft:zombie,80,4,4
3897, forest, biomesoplenty:orchard, MONSTER, quark:stoneling,80,1,1
3896, forest, biomesoplenty:orchard, MONSTER, quark:toretoise,80,2,4
3942, none, biomesoplenty:origin_valley, AMBIENT, alexsmobs:fly,3,2,3
3944, none, biomesoplenty:origin_valley, WATER_AMBIENT, aquaculture:catfish,3,1,1
3947, none, biomesoplenty:origin_valley, WATER_AMBIENT, aquaculture:muskellunge,3,1,1
3941, none, biomesoplenty:origin_valley, CREATURE, ars_nouveau:drygmy,3,1,1
3929, none, biomesoplenty:origin_valley, MONSTER, instrumentalmobs:drum_zombie,3,4,4
3931, none, biomesoplenty:origin_valley, MONSTER, instrumentalmobs:french_horn_creeper,3,4,4
3928, none, biomesoplenty:origin_valley, MONSTER, instrumentalmobs:maraca_spider,3,4,4
3930, none, biomesoplenty:origin_valley, MONSTER, instrumentalmobs:xylophone_skeleton,3,4,4
3932, none, biomesoplenty:origin_valley, MONSTER, restored_earth:viler_witch,3,1,1
3943, none, biomesoplenty:origin_valley, AMBIENT, alexsmobs:cockroach,4,5,5
3952, none, biomesoplenty:origin_valley, WATER_AMBIENT, aquaculture:gar,6,1,2
3933, none, biomesoplenty:origin_valley, MONSTER, restored_earth:bouldering_zombie,6,1,1
3934, none, biomesoplenty:origin_valley, MONSTER, alexsmobs:centipede_head,8,1,1
3940, none, biomesoplenty:origin_valley, CREATURE, minecraft:cow,8,4,4
3946, none, biomesoplenty:origin_valley, WATER_AMBIENT, aquaculture:brown_trout,10,1,3
3945, none, biomesoplenty:origin_valley, WATER_AMBIENT, aquaculture:carp,10,1,3
3948, none, biomesoplenty:origin_valley, WATER_AMBIENT, aquaculture:smallmouth_bass,10,1,3
3939, none, biomesoplenty:origin_valley, CREATURE, minecraft:chicken,10,4,4
3938, none, biomesoplenty:origin_valley, CREATURE, minecraft:pig,10,4,4
3937, none, biomesoplenty:origin_valley, CREATURE, minecraft:sheep,12,4,4
3950, none, biomesoplenty:origin_valley, WATER_AMBIENT, aquaculture:minnow,18,1,5
3949, none, biomesoplenty:origin_valley, WATER_AMBIENT, aquaculture:bluegill,20,1,6
3951, none, biomesoplenty:origin_valley, WATER_AMBIENT, aquaculture:perch,20,1,6
3926, none, biomesoplenty:origin_valley, MONSTER, minecraft:creeper,80,4,4
3925, none, biomesoplenty:origin_valley, MONSTER, minecraft:skeleton,80,4,4
3927, none, biomesoplenty:origin_valley, MONSTER, minecraft:slime,80,4,4
3923, none, biomesoplenty:origin_valley, MONSTER, minecraft:spider,80,4,4
3924, none, biomesoplenty:origin_valley, MONSTER, minecraft:zombie,80,4,4
3936, none, biomesoplenty:origin_valley, MONSTER, quark:stoneling,80,1,1
3935, none, biomesoplenty:origin_valley, MONSTER, quark:toretoise,80,2,4
3986, plains, biomesoplenty:pasture, AMBIENT, alexsmobs:fly,3,2,3
3989, plains, biomesoplenty:pasture, WATER_AMBIENT, aquaculture:capitaine,3,1,1
3984, plains, biomesoplenty:pasture, CREATURE, ars_nouveau:drygmy,3,1,1
3962, plains, biomesoplenty:pasture, MONSTER, instrumentalmobs:drum_zombie,3,4,4
3964, plains, biomesoplenty:pasture, MONSTER, instrumentalmobs:french_horn_creeper,3,4,4
3961, plains, biomesoplenty:pasture, MONSTER, instrumentalmobs:maraca_spider,3,4,4
3965, plains, biomesoplenty:pasture, MONSTER, instrumentalmobs:tuba_enderman,3,1,4
3963, plains, biomesoplenty:pasture, MONSTER, instrumentalmobs:xylophone_skeleton,3,4,4
3978, plains, biomesoplenty:pasture, CREATURE, minecraft:donkey,3,1,3
3979, plains, biomesoplenty:pasture, CREATURE, restored_earth:rainbow_sheep,3,1,1
3966, plains, biomesoplenty:pasture, MONSTER, restored_earth:viler_witch,3,1,1
3987, plains, biomesoplenty:pasture, AMBIENT, alexsmobs:cockroach,4,5,5
3982, plains, biomesoplenty:pasture, CREATURE, ars_nouveau:starbuncle,4,1,1
3983, plains, biomesoplenty:pasture, CREATURE, ars_nouveau:whirlisprig,5,1,1
3959, plains, biomesoplenty:pasture, MONSTER, minecraft:enderman,5,1,4
3977, plains, biomesoplenty:pasture, CREATURE, minecraft:horse,5,2,6
3960, plains, biomesoplenty:pasture, MONSTER, minecraft:witch,5,1,1
3955, plains, biomesoplenty:pasture, MONSTER, minecraft:zombie_villager,5,1,1
3990, plains, biomesoplenty:pasture, WATER_AMBIENT, aquaculture:bayad,6,1,2
3967, plains, biomesoplenty:pasture, MONSTER, restored_earth:bouldering_zombie,6,1,1
3968, plains, biomesoplenty:pasture, MONSTER, alexsmobs:centipede_head,8,1,1
3976, plains, biomesoplenty:pasture, CREATURE, minecraft:cow,8,4,4
3981, plains, biomesoplenty:pasture, CREATURE, alexsmobs:crow,10,3,5
3980, plains, biomesoplenty:pasture, CREATURE, alexsmobs:raccoon,10,2,4
3992, plains, biomesoplenty:pasture, WATER_AMBIENT, aquaculture:boulti,10,1,3
3985, plains, biomesoplenty:pasture, AMBIENT, minecraft:bat,10,8,8
3975, plains, biomesoplenty:pasture, CREATURE, minecraft:chicken,10,4,4
3988, plains, biomesoplenty:pasture, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid,10,4,6
3974, plains, biomesoplenty:pasture, CREATURE, minecraft:pig,10,4,4
3973, plains, biomesoplenty:pasture, CREATURE, minecraft:sheep,12,4,4
3991, plains, biomesoplenty:pasture, WATER_AMBIENT, aquaculture:synodontis,20,1,6
3970, plains, biomesoplenty:pasture, MONSTER, ars_nouveau:wilden_hunter,30,1,1
3969, plains, biomesoplenty:pasture, MONSTER, ars_nouveau:wilden_stalker,30,3,3
3957, plains, biomesoplenty:pasture, MONSTER, minecraft:creeper,80,4,4
3956, plains, biomesoplenty:pasture, MONSTER, minecraft:skeleton,80,4,4
3958, plains, biomesoplenty:pasture, MONSTER, minecraft:slime,80,4,4
3953, plains, biomesoplenty:pasture, MONSTER, minecraft:spider,80,4,4
3954, plains, biomesoplenty:pasture, MONSTER, minecraft:zombie,80,4,4
3972, plains, biomesoplenty:pasture, MONSTER, quark:stoneling,80,1,1
3971, plains, biomesoplenty:pasture, MONSTER, quark:toretoise,80,2,4
4026, plains, biomesoplenty:prairie, AMBIENT, alexsmobs:fly,3,2,3
4029, plains, biomesoplenty:prairie, WATER_AMBIENT, aquaculture:capitaine,3,1,1
4024, plains, biomesoplenty:prairie, CREATURE, ars_nouveau:drygmy,3,1,1
4002, plains, biomesoplenty:prairie, MONSTER, instrumentalmobs:drum_zombie,3,4,4
4004, plains, biomesoplenty:prairie, MONSTER, instrumentalmobs:french_horn_creeper,3,4,4
4001, plains, biomesoplenty:prairie, MONSTER, instrumentalmobs:maraca_spider,3,4,4
4005, plains, biomesoplenty:prairie, MONSTER, instrumentalmobs:tuba_enderman,3,1,4
4003, plains, biomesoplenty:prairie, MONSTER, instrumentalmobs:xylophone_skeleton,3,4,4
4018, plains, biomesoplenty:prairie, CREATURE, minecraft:donkey,3,1,3
4019, plains, biomesoplenty:prairie, CREATURE, restored_earth:rainbow_sheep,3,1,1
4006, plains, biomesoplenty:prairie, MONSTER, restored_earth:viler_witch,3,1,1
4027, plains, biomesoplenty:prairie, AMBIENT, alexsmobs:cockroach,4,5,5
4022, plains, biomesoplenty:prairie, CREATURE, ars_nouveau:starbuncle,4,1,1
4023, plains, biomesoplenty:prairie, CREATURE, ars_nouveau:whirlisprig,5,1,1
3999, plains, biomesoplenty:prairie, MONSTER, minecraft:enderman,5,1,4
4017, plains, biomesoplenty:prairie, CREATURE, minecraft:horse,5,2,6
4000, plains, biomesoplenty:prairie, MONSTER, minecraft:witch,5,1,1
3995, plains, biomesoplenty:prairie, MONSTER, minecraft:zombie_villager,5,1,1
4030, plains, biomesoplenty:prairie, WATER_AMBIENT, aquaculture:bayad,6,1,2
4007, plains, biomesoplenty:prairie, MONSTER, restored_earth:bouldering_zombie,6,1,1
4008, plains, biomesoplenty:prairie, MONSTER, alexsmobs:centipede_head,8,1,1
4016, plains, biomesoplenty:prairie, CREATURE, minecraft:cow,8,4,4
4021, plains, biomesoplenty:prairie, CREATURE, alexsmobs:crow,10,3,5
4020, plains, biomesoplenty:prairie, CREATURE, alexsmobs:raccoon,10,2,4
4032, plains, biomesoplenty:prairie, WATER_AMBIENT, aquaculture:boulti,10,1,3
4025, plains, biomesoplenty:prairie, AMBIENT, minecraft:bat,10,8,8
4015, plains, biomesoplenty:prairie, CREATURE, minecraft:chicken,10,4,4
4028, plains, biomesoplenty:prairie, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid,10,4,6
4014, plains, biomesoplenty:prairie, CREATURE, minecraft:pig,10,4,4
4013, plains, biomesoplenty:prairie, CREATURE, minecraft:sheep,12,4,4
4031, plains, biomesoplenty:prairie, WATER_AMBIENT, aquaculture:synodontis,20,1,6
4010, plains, biomesoplenty:prairie, MONSTER, ars_nouveau:wilden_hunter,30,1,1
4009, plains, biomesoplenty:prairie, MONSTER, ars_nouveau:wilden_stalker,30,3,3
3997, plains, biomesoplenty:prairie, MONSTER, minecraft:creeper,80,4,4
3996, plains, biomesoplenty:prairie, MONSTER, minecraft:skeleton,80,4,4
3998, plains, biomesoplenty:prairie, MONSTER, minecraft:slime,80,4,4
3993, plains, biomesoplenty:prairie, MONSTER, minecraft:spider,80,4,4
3994, plains, biomesoplenty:prairie, MONSTER, minecraft:zombie,80,4,4
4012, plains, biomesoplenty:prairie, MONSTER, quark:stoneling,80,1,1
4011, plains, biomesoplenty:prairie, MONSTER, quark:toretoise,80,2,4
4067, forest, biomesoplenty:pumpkin_patch, AMBIENT, alexsmobs:fly,3,2,3
4070, forest, biomesoplenty:pumpkin_patch, WATER_AMBIENT, aquaculture:catfish,3,1,1
4073, forest, biomesoplenty:pumpkin_patch, WATER_AMBIENT, aquaculture:muskellunge,3,1,1
4065, forest, biomesoplenty:pumpkin_patch, CREATURE, ars_nouveau:drygmy,3,1,1
4042, forest, biomesoplenty:pumpkin_patch, MONSTER, instrumentalmobs:drum_zombie,3,4,4
4044, forest, biomesoplenty:pumpkin_patch, MONSTER, instrumentalmobs:french_horn_creeper,3,4,4
4041, forest, biomesoplenty:pumpkin_patch, MONSTER, instrumentalmobs:maraca_spider,3,4,4
4045, forest, biomesoplenty:pumpkin_patch, MONSTER, instrumentalmobs:tuba_enderman,3,1,4
4043, forest, biomesoplenty:pumpkin_patch, MONSTER, instrumentalmobs:xylophone_skeleton,3,4,4
4046, forest, biomesoplenty:pumpkin_patch, MONSTER, restored_earth:viler_witch,3,1,1
4068, forest, biomesoplenty:pumpkin_patch, AMBIENT, alexsmobs:cockroach,4,5,5
4063, forest, biomesoplenty:pumpkin_patch, CREATURE, ars_nouveau:starbuncle,4,1,1
4064, forest, biomesoplenty:pumpkin_patch, CREATURE, ars_nouveau:whirlisprig,5,1,1
4039, forest, biomesoplenty:pumpkin_patch, MONSTER, minecraft:enderman,5,1,4
4040, forest, biomesoplenty:pumpkin_patch, MONSTER, minecraft:witch,5,1,1
4057, forest, biomesoplenty:pumpkin_patch, CREATURE, minecraft:wolf,5,4,4
4035, forest, biomesoplenty:pumpkin_patch, MONSTER, minecraft:zombie_villager,5,1,1
4078, forest, biomesoplenty:pumpkin_patch, WATER_AMBIENT, aquaculture:gar,6,1,2
4047, forest, biomesoplenty:pumpkin_patch, MONSTER, restored_earth:bouldering_zombie,6,1,1
4048, forest, biomesoplenty:pumpkin_patch, MONSTER, alexsmobs:centipede_head,8,1,1
4059, forest, biomesoplenty:pumpkin_patch, CREATURE, alexsmobs:grizzly_bear,8,2,3
4056, forest, biomesoplenty:pumpkin_patch, CREATURE, minecraft:cow,8,4,4
4058, forest, biomesoplenty:pumpkin_patch, CREATURE, minecraft:fox,8,2,4
4061, forest, biomesoplenty:pumpkin_patch, CREATURE, alexsmobs:crow,10,3,5
4060, forest, biomesoplenty:pumpkin_patch, CREATURE, alexsmobs:raccoon,10,2,4
4062, forest, biomesoplenty:pumpkin_patch, CREATURE, alexsmobs:tasmanian_devil,10,1,2
4072, forest, biomesoplenty:pumpkin_patch, WATER_AMBIENT, aquaculture:brown_trout,10,1,3
4071, forest, biomesoplenty:pumpkin_patch, WATER_AMBIENT, aquaculture:carp,10,1,3
4074, forest, biomesoplenty:pumpkin_patch, WATER_AMBIENT, aquaculture:smallmouth_bass,10,1,3
4066, forest, biomesoplenty:pumpkin_patch, AMBIENT, minecraft:bat,10,8,8
4055, forest, biomesoplenty:pumpkin_patch, CREATURE, minecraft:chicken,10,4,4
4069, forest, biomesoplenty:pumpkin_patch, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid,10,4,6
4054, forest, biomesoplenty:pumpkin_patch, CREATURE, minecraft:pig,10,4,4
4053, forest, biomesoplenty:pumpkin_patch, CREATURE, minecraft:sheep,12,4,4
4076, forest, biomesoplenty:pumpkin_patch, WATER_AMBIENT, aquaculture:minnow,18,1,5
4075, forest, biomesoplenty:pumpkin_patch, WATER_AMBIENT, aquaculture:bluegill,20,1,6
4077, forest, biomesoplenty:pumpkin_patch, WATER_AMBIENT, aquaculture:perch,20,1,6
4050, forest, biomesoplenty:pumpkin_patch, MONSTER, ars_nouveau:wilden_hunter,30,1,1
4049, forest, biomesoplenty:pumpkin_patch, MONSTER, ars_nouveau:wilden_stalker,30,3,3
4037, forest, biomesoplenty:pumpkin_patch, MONSTER, minecraft:creeper,80,4,4
4036, forest, biomesoplenty:pumpkin_patch, MONSTER, minecraft:skeleton,80,4,4
4038, forest, biomesoplenty:pumpkin_patch, MONSTER, minecraft:slime,80,4,4
4033, forest, biomesoplenty:pumpkin_patch, MONSTER, minecraft:spider,80,4,4
4034, forest, biomesoplenty:pumpkin_patch, MONSTER, minecraft:zombie,80,4,4
4052, forest, biomesoplenty:pumpkin_patch, MONSTER, quark:stoneling,80,1,1
4051, forest, biomesoplenty:pumpkin_patch, MONSTER, quark:toretoise,80,2,4
4100, forest, biomesoplenty:rainbow_hills, AMBIENT, alexsmobs:fly,3,2,3
4105, forest, biomesoplenty:rainbow_hills, WATER_AMBIENT, aquaculture:muskellunge,3,1,1
4098, forest, biomesoplenty:rainbow_hills, CREATURE, ars_nouveau:drygmy,3,1,1
4079, forest, biomesoplenty:rainbow_hills, MONSTER, restored_earth:viler_witch,3,1,1
4101, forest, biomesoplenty:rainbow_hills, AMBIENT, alexsmobs:cockroach,4,5,5
4096, forest, biomesoplenty:rainbow_hills, CREATURE, ars_nouveau:starbuncle,4,1,1
4097, forest, biomesoplenty:rainbow_hills, CREATURE, ars_nouveau:whirlisprig,5,1,1
4080, forest, biomesoplenty:rainbow_hills, MONSTER, restored_earth:bouldering_zombie,6,1,1
4081, forest, biomesoplenty:rainbow_hills, MONSTER, alexsmobs:centipede_head,8,1,1
4092, forest, biomesoplenty:rainbow_hills, CREATURE, alexsmobs:grizzly_bear,8,2,3
4090, forest, biomesoplenty:rainbow_hills, CREATURE, minecraft:cow,8,4,4
4091, forest, biomesoplenty:rainbow_hills, CREATURE, minecraft:fox,8,2,4
4093, forest, biomesoplenty:rainbow_hills, CREATURE, alexsmobs:moose,9,3,4
4095, forest, biomesoplenty:rainbow_hills, CREATURE, alexsmobs:crow,10,3,5
4094, forest, biomesoplenty:rainbow_hills, CREATURE, alexsmobs:raccoon,10,2,4
4104, forest, biomesoplenty:rainbow_hills, WATER_AMBIENT, aquaculture:brown_trout,10,1,3
4103, forest, biomesoplenty:rainbow_hills, WATER_AMBIENT, aquaculture:carp,10,1,3
4099, forest, biomesoplenty:rainbow_hills, AMBIENT, minecraft:bat,10,8,8
4089, forest, biomesoplenty:rainbow_hills, CREATURE, minecraft:chicken,10,4,4
4102, forest, biomesoplenty:rainbow_hills, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid,10,4,6
4088, forest, biomesoplenty:rainbow_hills, CREATURE, minecraft:pig,10,4,4
4087, forest, biomesoplenty:rainbow_hills, CREATURE, minecraft:sheep,12,4,4
4107, forest, biomesoplenty:rainbow_hills, WATER_AMBIENT, aquaculture:minnow,18,1,5
4106, forest, biomesoplenty:rainbow_hills, WATER_AMBIENT, aquaculture:bluegill,20,1,6
4108, forest, biomesoplenty:rainbow_hills, WATER_AMBIENT, aquaculture:perch,20,1,6
4082, forest, biomesoplenty:rainbow_hills, MONSTER, ars_nouveau:wilden_guardian,30,1,1
4084, forest, biomesoplenty:rainbow_hills, MONSTER, ars_nouveau:wilden_hunter,30,1,1
4083, forest, biomesoplenty:rainbow_hills, MONSTER, ars_nouveau:wilden_stalker,30,3,3
4086, forest, biomesoplenty:rainbow_hills, MONSTER, quark:stoneling,80,1,1
4085, forest, biomesoplenty:rainbow_hills, MONSTER, quark:toretoise,80,2,4
4146, jungle, biomesoplenty:rainforest, AMBIENT, alexsmobs:fly,3,2,3
4150, jungle, biomesoplenty:rainforest, WATER_AMBIENT, aquaculture:arapaima,3,1,1
4144, jungle, biomesoplenty:rainforest, CREATURE, ars_nouveau:drygmy,3,1,1
4119, jungle, biomesoplenty:rainforest, MONSTER, instrumentalmobs:drum_zombie,3,4,4
4121, jungle, biomesoplenty:rainforest, MONSTER, instrumentalmobs:french_horn_creeper,3,4,4
4118, jungle, biomesoplenty:rainforest, MONSTER, instrumentalmobs:maraca_spider,3,4,4
4122, jungle, biomesoplenty:rainforest, MONSTER, instrumentalmobs:tuba_enderman,3,1,4
4120, jungle, biomesoplenty:rainforest, MONSTER, instrumentalmobs:xylophone_skeleton,3,4,4
4117, jungle, biomesoplenty:rainforest, MONSTER, minecraft:ocelot,3,1,1
4123, jungle, biomesoplenty:rainforest, MONSTER, restored_earth:viler_witch,3,1,1
4147, jungle, biomesoplenty:rainforest, AMBIENT, alexsmobs:cockroach,4,5,5
4142, jungle, biomesoplenty:rainforest, CREATURE, ars_nouveau:starbuncle,4,1,1
4143, jungle, biomesoplenty:rainforest, CREATURE, ars_nouveau:whirlisprig,5,1,1
4115, jungle, biomesoplenty:rainforest, MONSTER, minecraft:enderman,5,1,4
4116, jungle, biomesoplenty:rainforest, MONSTER, minecraft:witch,5,1,1
4111, jungle, biomesoplenty:rainforest, MONSTER, minecraft:zombie_villager,5,1,1
4149, jungle, biomesoplenty:rainforest, WATER_AMBIENT, aquaculture:tambaqui,6,1,2
4124, jungle, biomesoplenty:rainforest, MONSTER, restored_earth:bouldering_zombie,6,1,1
4141, jungle, biomesoplenty:rainforest, CREATURE, alexsmobs:anteater,7,1,3
4125, jungle, biomesoplenty:rainforest, MONSTER, alexsmobs:centipede_head,8,1,1
4133, jungle, biomesoplenty:rainforest, CREATURE, alexsmobs:grizzly_bear,8,2,3
4132, jungle, biomesoplenty:rainforest, CREATURE, aquaculture:arrau_turtle,8,1,2
4138, jungle, biomesoplenty:rainforest, CREATURE, alexsmobs:crow,10,3,5
4137, jungle, biomesoplenty:rainforest, CREATURE, alexsmobs:raccoon,10,2,4
4139, jungle, biomesoplenty:rainforest, CREATURE, alexsmobs:tasmanian_devil,10,1,2
4145, jungle, biomesoplenty:rainforest, AMBIENT, minecraft:bat,10,8,8
4130, jungle, biomesoplenty:rainforest, CREATURE, minecraft:chicken,10,4,4
4148, jungle, biomesoplenty:rainforest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid,10,4,6
4134, jungle, biomesoplenty:rainforest, CREATURE, alexsmobs:hummingbird,19,7,7
4151, jungle, biomesoplenty:rainforest, WATER_AMBIENT, aquaculture:piranha,20,1,6
4140, jungle, biomesoplenty:rainforest, CREATURE, alexsmobs:toucan,23,5,5
4127, jungle, biomesoplenty:rainforest, MONSTER, ars_nouveau:wilden_hunter,30,1,1
4126, jungle, biomesoplenty:rainforest, MONSTER, ars_nouveau:wilden_stalker,30,3,3
4131, jungle, biomesoplenty:rainforest, CREATURE, minecraft:parrot,40,1,2
4135, jungle, biomesoplenty:rainforest, CREATURE, alexsmobs:gorilla,50,7,7
